Rana pipiens HOFFMAN Color polymorphism microsats_MOSHER
RP193
Rpi101
RP415
Rpi100
Rpi103
Rpi104
Rpi106
Rpi107
Rpi108
pop
MOSHER1     , 160172 169197 153165 189245 151197 246250 286320 144411 238270
MOSHER10    , 160172 165169 149153 173185 135215 218218 298307 139161 271271
MOSHER11    , 164168 157161 153157 173197 169191 250258 274307 207227 262270
MOSHER12    , 156188 165177 144161 173245 135197 218218 290413 500500 262262
MOSHER13    , 164188 165165 144149 173185 137173 250250 417458 500500 000000
MOSHER14    , 172172 165165 144165 173185 189191 218246 409450 387500 262270
MOSHER15    , 168172 157165 144174 177185 135195 246246 290361 500500 262270
MOSHER16    , 172176 161165 165165 173185 135195 258258 294405 161170 262262
MOSHER17    , 151172 161177 157165 177177 197203 258258 320405 139383 270294
MOSHER18    , 172172 165165 144165 169177 193215 218226 290316 379500 270282
MOSHER19    , 168176 165165 165165 169173 181189 226250 320332 157500 270270
MOSHER2     , 156160 157165 144157 177185 116135 000000 307454 403500 262282
MOSHER20    , 172180 165165 144170 177185 197203 000000 294429 178383 270270
MOSHER21    , 160176 173185 144161 197221 116215 218218 290294 161174 262262
MOSHER22    , 160176 161189 140161 173257 135197 246246 361409 157411 262268
MOSHER3     , 160164 165165 161170 193221 112112 226246 298424 383383 000000
MOSHER4     , 180196 157161 161174 181201 135135 246246 298458 407411 262270
MOSHER5     , 156160 157169 149170 197237 201211 246246 298307 139411 270270
MOSHER8     , 156172 157197 157170 177221 135177 246246 294425 500500 262270
MOSHER9     , 160176 165185 157165 169181 189197 226250 320332 157500 267270
